"","Player","Tm","Yr","W","PTS","TRB","AST","PC1a","maxW","PC1b","PC1n"
"9184","T.R. Dunn","DEN",1987,0,0.7,1,0.7,0,15,0,0
"9185","Alex English*","DEN",1987,0,18.7,4.7,3.3,0,15,0,0
"9186","Mike Evans","DEN",1987,0,6,2.3,2.7,0,15,0,0
"9187","Bill Hanzlik","DEN",1987,0,8.3,2,2.3,0,15,0,0
"9188","Frank Johnson","WSB",1987,0,2.7,0.7,1.7,0,15,0,0
"9189","Charles Jones","WSB",1987,0,2,2.7,1,0,15,0,0
"9190","Michael Jordan*","CHI",1987,0,35.7,7,6,0,15,0,0
"9191","Fat Lever","DEN",1987,0,15.3,6,7.3,0,15,0,0
"9192","Jeff Malone","WSB",1987,0,15,2.3,3,0,15,0,0
"9193","Moses Malone*","WSB",1987,0,20.7,12.7,1.7,0,15,0,0
"9194","Maurice Martin","DEN",1987,0,10.3,3,3.3,0,15,0,0
"9195","Pete Myers","CHI",1987,0,0,0,0,0,15,0,0
"9196","Charles Oakley","CHI",1987,0,20,15.3,2,0,15,0,0
"9197","John Paxson","CHI",1987,0,8.7,1,3.7,0,15,0,0
"9198","Blair Rasmussen","DEN",1987,0,16.3,7.7,2.3,0,15,0,0
"9199","Danny Schayes","DEN",1987,0,10,5.7,0.7,0,15,0,0
"9200","Brad Sellers","CHI",1987,0,5,2.3,1,0,15,0,0
"9201","Otis Smith","DEN",1987,0,3.3,1.7,1.3,0,15,0,0
"9202","Sedale Threatt","CHI",1987,0,6.7,1.7,5.3,0,15,0,0
"9203","Elston Turner","CHI",1987,0,2.7,0.7,0.3,0,15,0,0
"9204","Jay Vincent","WSB",1987,0,10,3,1,0,15,0,0
"9205","Granville Waiters","CHI",1987,0,0,0.5,0,0,15,0,0
"9206","Darrell Walker","DEN",1987,0,8.7,3.3,1.7,0,15,0,0
"9207","Ennis Whatley","WSB",1987,0,3,1.5,3,0,15,0,0
"9208","John Williams","WSB",1987,0,6.7,3.7,0.7,0,15,0,0
"9209","Greg Anderson","SAS",1988,0,12.7,7,1,0,15,0,0
"9210","Walter Berry","SAS",1988,0,22,7,2,0,15,0,0
"9211","Frank Brickowski","SAS",1988,0,19.3,7.3,4.7,0,15,0,0
"9212","Johnny Dawkins","SAS",1988,0,5,1,1.7,0,15,0,0
"9213","Pétur Guðmundsson","SAS",1988,0,0,0,0.5,0,15,0,0
"9214","Mike Mitchell","SAS",1988,0,10.3,5,1.3,0,15,0,0
"9215","Ed Nealy","SAS",1988,0,2,3.5,2,0,15,0,0
"9216","Kurt Nimphius","SAS",1988,0,4,2.7,0.7,0,15,0,0
"9217","Alvin Robertson","SAS",1988,0,23.3,4.7,9.3,0,15,0,0
"9218","Jon Sundvold","SAS",1988,0,11.7,1.3,5,0,15,0,0
"9219","Ricky Wilson","SAS",1988,0,0,0,0.5,0,15,0,0
"9220","Phil Zevenbergen","SAS",1988,0,0,0,0,0,15,0,0
"9221","Mark Acres","BOS",1989,0,0,0.5,0,0,15,0,0
"9222","Michael Adams","DEN",1989,0,23.5,8.5,4.5,0,15,0,0
"9223","Richard Anderson","POR",1989,0,1.7,1,1.3,0,15,0,0
"9224","Ron Anderson","PHI",1989,0,20.7,5.3,4.3,0,15,0,0
"9225","Thurl Bailey","UTA",1989,0,12,8.3,1,0,15,0,0
"9226","Charles Barkley*","PHI",1989,0,27,11.7,5.3,0,15,0,0
"9227","Otis Birdsong","BOS",1989,0,0.7,0.7,0.3,0,15,0,0
"9228","Sam Bowie","POR",1989,0,10.3,6.7,1,0,15,0,0
"9229","Adrian Branch","POR",1989,0,2,1,2,0,15,0,0
"9230","Scott Brooks","PHI",1989,0,1.7,1.3,1.7,0,15,0,0
"9231","Mike Brown","UTA",1989,0,0,1,0,0,15,0,0
"9232","Maurice Cheeks*","PHI",1989,0,17.7,3.7,13,0,15,0,0
"9233","Ben Coleman","PHI",1989,0,4.7,1.7,0,0,15,0,0
"9234","Darwin Cook","DEN",1989,0,10.3,4.3,3.7,0,15,0,0
"9235","Wayne Cooper","DEN",1989,0,4,4.3,0.7,0,15,0,0
"9236","Walter Davis","DEN",1989,0,25.7,1.7,1.3,0,15,0,0
"9237","Clyde Drexler*","POR",1989,0,27.7,6.7,8.3,0,15,0,0
"9238","Kevin Duckworth","POR",1989,0,11.3,5.7,0.7,0,15,0,0
"9239","Mark Eaton","UTA",1989,0,8.3,11,0.3,0,15,0,0
"9240","Alex English*","DEN",1989,0,26,4.3,3.7,0,15,0,0
"9241","Jim Farmer","UTA",1989,0,0,0,0,0,15,0,0
"9242","Kevin Gamble","BOS",1989,0,8,1,2,0,15,0,0
"9243","Mike Gminski","PHI",1989,0,16.3,7.7,0.7,0,15,0,0
"9244","Dave Greenwood","DEN",1989,0,1.7,3.7,0.3,0,15,0,0
"9245","Darrell Griffith","UTA",1989,0,15.3,4,0,0,15,0,0
"9246","Bob Hansen","UTA",1989,0,11,5.7,1.3,0,15,0,0
"9247","Bill Hanzlik","DEN",1989,0,12.7,6.7,3,0,15,0,0
"9248","Hersey Hawkins","PHI",1989,0,2.7,1.7,1.3,0,15,0,0
"9249","Gerald Henderson","PHI",1989,0,8,2.3,1.7,0,15,0,0
"9250","Marc Iavaroni","UTA",1989,0,0,0,0,0,15,0,0
"9251","Dennis Johnson*","BOS",1989,0,2.7,1.3,3,0,15,0,0
"9252","Steve Johnson","POR",1989,0,2.3,2,0,0,15,0,0
"9253","Caldwell Jones","POR",1989,0,1.3,2.7,0,0,15,0,0
"9254","Jerome Kersey","POR",1989,0,20.3,8,2.3,0,15,0,0
"9255","Joe Kleine","BOS",1989,0,6.3,5.7,0.7,0,15,0,0
"9256","Jerome Lane","DEN",1989,0,3,3,1,0,15,0,0
"9257","Eric Leckner","UTA",1989,0,0.7,0.7,0,0,15,0,0
"9258","Jim Les","UTA",1989,0,0,0,0.3,0,15,0,0
"9259","Fat Lever","DEN",1989,0,11,6.5,9.5,0,15,0,0
"9260","Reggie Lewis","BOS",1989,0,20.3,7,3.7,0,15,0,0
"9261","Karl Malone*","UTA",1989,0,30.7,16.3,1.3,0,15,0,0
"9262","Kevin McHale*","BOS",1989,0,19,8,3,0,15,0,0
"9263","Robert Parish*","BOS",1989,0,15.7,8.7,2,0,15,0,0
"9264","Ed Pinckney","BOS",1989,0,2.7,1.7,0.3,0,15,0,0
"9265","Terry Porter","POR",1989,0,22,5.3,8.3,0,15,0,0
"9266","Blair Rasmussen","DEN",1989,0,0,0,0,0,15,0,0
"9267","Danny Schayes","DEN",1989,0,4,5.5,0.5,0,15,0,0
"9268","Brian Shaw","BOS",1989,0,17,5.7,6.3,0,15,0,0
"9269","Jerry Sichting","POR",1989,0,0,1,1,0,15,0,0
"9270","Derek Smith","PHI",1989,0,6.3,2.3,1,0,15,0,0
"9271","John Stockton*","UTA",1989,0,27.3,3.3,13.7,0,15,0,0
"9272","Elston Turner","DEN",1989,0,4.7,3.7,1,0,15,0,0
"9273","Kelvin Upshaw","BOS",1989,0,3.3,0.7,1.7,0,15,0,0
"9274","Chris Welp","PHI",1989,0,0.7,2.3,0,0,15,0,0
"9275","Danny Young","POR",1989,0,9.3,2.7,4,0,15,0,0
"9276","Michael Adams","DEN",1990,0,13,2,6,0,15,0,0
"9277","Steve Alford","DAL",1990,0,7.7,1,2.7,0,15,0,0
"9278","Rolando Blackman","DAL",1990,0,20,3,4.3,0,15,0,0
"9279","Joe Barry Carroll","DEN",1990,0,6.7,3,1,0,15,0,0
"9280","Walter Davis","DEN",1990,0,14,3,2,0,15,0,0
"9281","James Donaldson","DAL",1990,0,7.3,5.3,0.7,0,15,0,0
"9282","T.R. Dunn","DEN",1990,0,0,2.3,0.7,0,15,0,0
"9283","Alex English*","DEN",1990,0,19.7,3,3,0,15,0,0
"9284","Vern Fleming","IND",1990,0,13.3,4.3,6,0,15,0,0
"9285","Rickey Green","IND",1990,0,0.7,0.3,1,0,15,0,0
"9286","Bill Hanzlik","DEN",1990,0,7,3.3,3.7,0,15,0,0
"9287","Derek Harper","DAL",1990,0,19.3,2.7,7.7,0,15,0,0
"9288","Anthony Jones","DAL",1990,0,0,0,0,0,15,0,0
"9289","Tim Kempton","DEN",1990,0,6,1.7,1.3,0,15,0,0
"9290","Jerome Lane","DEN",1990,0,0.5,0.5,1,0,15,0,0
"9291","Fat Lever","DEN",1990,0,17.3,10.7,7,0,15,0,0
"9292","Todd Lichti","DEN",1990,0,14.7,6,3,0,15,0,0
"9293","George McCloud","IND",1990,0,2,1,0,0,15,0,0
"9294","Reggie Miller*","IND",1990,0,20.7,4,2,0,15,0,0
"9295","Calvin Natt","IND",1990,0,1,1,0.5,0,15,0,0
"9296","Sam Perkins","DAL",1990,0,15,7.3,2.7,0,15,0,0
"9297","Chuck Person","IND",1990,0,13.3,6.7,4,0,15,0,0
"9298","Blair Rasmussen","DEN",1990,0,15.7,8.7,0.3,0,15,0,0
"9299","Mike Sanders","IND",1990,0,3.7,2,0.7,0,15,0,0
"9300","Detlef Schrempf","IND",1990,0,20.3,7.3,1.7,0,15,0,0
"9301","Rik Smits","IND",1990,0,12.3,5.3,1,0,15,0,0
"9302","Roy Tarpley","DAL",1990,0,16.7,15.3,0.3,0,15,0,0
"9303","LaSalle Thompson","IND",1990,0,6,5,0.7,0,15,0,0
"9304","Bill Wennington","DAL",1990,0,0.7,1,0.3,0,15,0,0
"9305","Randy White","DAL",1990,0,0,0,0,0,15,0,0
"9306","Herb Williams","DAL",1990,0,13.7,4.3,1.7,0,15,0,0
"9307","Randy Wittman","IND",1990,0,0,0.5,0,0,15,0,0
"9308","Frank Brickowski","MIL",1991,0,18.3,8.7,1,0,15,0,0
"9309","Maurice Cheeks*","NYK",1991,0,10,3,5.3,0,15,0,0
"9310","Lester Conner","MIL",1991,0,2,1,2,0,15,0,0
"9311","Adrian Dantley*","MIL",1991,0,1.7,1.3,0,0,15,0,0
"9312","Patrick Ewing*","NYK",1991,0,16.7,10,2,0,15,0,0
"9313","Sleepy Floyd","HOU",1991,0,5.3,0.7,2.3,0,15,0,0
"9314","Jeff Grayer","MIL",1991,0,5,2,2,0,15,0,0
"9315","Steve Henson","MIL",1991,0,5.7,1,1,0,15,0,0
"9316","Jay Humphries","MIL",1991,0,15,2,8.3,0,15,0,0
"9317","Mark Jackson","NYK",1991,0,0.7,0,2.7,0,15,0,0
"9318","Dave Jamerson","HOU",1991,0,8,1.5,2,0,15,0,0
"9319","Buck Johnson","HOU",1991,0,8,4.7,2.7,0,15,0,0
"9320","Larry Krystkowiak","MIL",1991,0,0.7,1,0.7,0,15,0,0
"9321","Brad Lohaus","MIL",1991,0,4.7,3,0.3,0,15,0,0
"9322","Vernon Maxwell","HOU",1991,0,18.7,2.7,3,0,15,0,0
"9323","Jerrod Mustaf","NYK",1991,0,4,1.7,0,0,15,0,0
"9324","Charles Oakley","NYK",1991,0,7.7,10.3,1,0,15,0,0
"9325","Hakeem Olajuwon*","HOU",1991,0,22,14.7,2,0,15,0,0
"9326","Brian Quinnett","NYK",1991,0,3,0.3,1,0,15,0,0
"9327","Fred Roberts","MIL",1991,0,11.3,5,2.3,0,15,0,0
"9328","Alvin Robertson","MIL",1991,0,23.7,6,5,0,15,0,0
"9329","Danny Schayes","MIL",1991,0,9.3,4,1,0,15,0,0
"9330","Jack Sikma*","MIL",1991,0,4.7,4,2,0,15,0,0
"9331","Kenny Smith","HOU",1991,0,15.3,2.7,8,0,15,0,0
"9332","Larry Smith","HOU",1991,0,0.7,4.3,1.3,0,15,0,0
"9333","John Starks","NYK",1991,0,2,1,2,0,15,0,0
"9334","Otis Thorpe","HOU",1991,0,15.7,8.3,2.7,0,15,0,0
"9335","Trent Tucker","NYK",1991,0,8,4,3,0,15,0,0
"9336","Kiki Vandeweghe","NYK",1991,0,17,2.7,1.3,0,15,0,0
"9337","Kenny Walker","NYK",1991,0,3.3,2.3,0.7,0,15,0,0
"9338","Eddie Lee Wilkins","NYK",1991,0,9,2,0,0,15,0,0
"9339","Gerald Wilkins","NYK",1991,0,10.7,2.7,1.7,0,15,0,0
"9340","David Wood","HOU",1991,0,2.3,1.7,1,0,15,0,0
"9341","Keith Askins","MIA",1992,0,4.3,3,1,0,15,0,0
"9342","Antoine Carr","SAS",1992,0,19.7,7.7,1,0,15,0,0
"9343","Bimbo Coles","MIA",1992,0,7.7,2.3,2,0,15,0,0
"9344","Terry Cummings","SAS",1992,0,26,11.3,2.3,0,15,0,0
"9345","Dale Davis","IND",1992,0,2.7,6.3,0.7,0,15,0,0
"9346","Greg Dreiling","IND",1992,0,0,0,0,0,15,0,0
"9347","Kevin Edwards","MIA",1992,0,5,2.3,2.3,0,15,0,0
"9348","Sean Elliott","SAS",1992,0,19.7,4.3,2.7,0,15,0,0
"9349","Vern Fleming","IND",1992,0,7,0.7,2,0,15,0,0
"9350","Sean Green","IND",1992,0,0,0,0,0,15,0,0
"9351","Sidney Green","SAS",1992,0,3,3.7,0.7,0,15,0,0
"9352","Vinnie Johnson","SAS",1992,0,8.3,2.7,2.3,0,15,0,0
"9353","Alec Kessler","MIA",1992,0,1,0.5,0,0,15,0,0
"9354","Grant Long","MIA",1992,0,12.3,5,2.7,0,15,0,0
"9355","George McCloud","IND",1992,0,11.5,1,3,0,15,0,0
"9356","Reggie Miller*","IND",1992,0,27,2.3,4.7,0,15,0,0
"9357","John Morton","MIA",1992,0,2,0,0,0,15,0,0
"9358","Alan Ogg","MIA",1992,0,1,0.3,0,0,15,0,0
"9359","Chuck Person","IND",1992,0,17,3,2.3,0,15,0,0
"9360","Paul Pressey","SAS",1992,0,4.3,1,1,0,15,0,0
"9361","Glen Rice","MIA",1992,0,19,3.3,1.7,0,15,0,0
"9362","Donald Royal","SAS",1992,0,5,4,0,0,15,0,0
"9363","Detlef Schrempf","IND",1992,0,21,13,2.3,0,15,0,0
"9364","Rony Seikaly","MIA",1992,0,20.7,10,1.3,0,15,0,0
"9365","Brian Shaw","MIA",1992,0,12,4.3,4,0,15,0,0
"9366","Steve Smith","MIA",1992,0,16,2,5,0,15,0,0
"9367","Rik Smits","IND",1992,0,3.3,2,0,0,15,0,0
"9368","Rod Strickland","SAS",1992,0,15.5,3.5,9.5,0,15,0,0
"9369","Jon Sundvold","MIA",1992,0,0,0,0,0,15,0,0
"9370","Greg Sutton","SAS",1992,0,3.5,0,1,0,15,0,0
"9371","LaSalle Thompson","IND",1992,0,5.3,4.3,1.3,0,15,0,0
"9372","Trent Tucker","SAS",1992,0,4.7,1,0.7,0,15,0,0
"9373","Kenny Williams","IND",1992,0,0,0,0,0,15,0,0
"9374","Micheal Williams","IND",1992,0,16.7,2.7,8,0,15,0,0
"9375","Stacey Augmon","ATL",1993,0,12,2.7,1.7,0,15,0,0
"9376","Mookie Blaylock","ATL",1993,0,9,4.3,4.3,0,15,0,0
"9377","Randy Breuer","ATL",1993,0,2,2,1,0,15,0,0
"9378","Duane Ferrell","ATL",1993,0,11,1.7,0.3,0,15,0,0
"9379","Greg Foster","ATL",1993,0,5,1,0,0,15,0,0
"9380","Paul Graham","ATL",1993,0,2,1.5,1,0,15,0,0
"9381","Steve Henson","ATL",1993,0,2.7,1.3,1.7,0,15,0,0
"9382","Adam Keefe","ATL",1993,0,6,4.3,2,0,15,0,0
"9383","Jon Koncak","ATL",1993,0,1,8,1.3,0,15,0,0
"9384","Travis Mays","ATL",1993,0,4,1,0,0,15,0,0
"9385","Dominique Wilkins*","ATL",1993,0,30,5.3,3,0,15,0,0
"9386","Kevin Willis","ATL",1993,0,16.7,8.7,1,0,15,0,0
"9387","Nick Anderson","ORL",1994,0,14.3,3.3,3.3,0,15,0,0
"9388","Anthony Avent","ORL",1994,0,9.5,5.5,0.5,0,15,0,0
"9389","John Battle","CLE",1994,0,2,2,0,0,15,0,0
"9390","Anthony Bowie","ORL",1994,0,0,0,0,0,15,0,0
"9391","Terrell Brandon","CLE",1994,0,8.7,1.3,1.7,0,15,0,0
"9392","Danny Ferry","CLE",1994,0,0,0,1,0,15,0,0
"9393","Chris Gatling","GSW",1994,0,8.7,5.7,1.3,0,15,0,0
"9394","Josh Grant","GSW",1994,0,0,0,0,0,15,0,0
"9395","Jeff Grayer","GSW",1994,0,8,2,0.3,0,15,0,0
"9396","Anfernee Hardaway","ORL",1994,0,18.7,6.7,7,0,15,0,0
"9397","Rod Higgins","CLE",1994,0,3.7,1.3,1.3,0,15,0,0
"9398","Tyrone Hill","CLE",1994,0,14,10.3,1.3,0,15,0,0
"9399","Byron Houston","GSW",1994,0,5,1.7,1,0,15,0,0
"9400","Keith Jennings","GSW",1994,0,5,1.7,1.3,0,15,0,0
"9401","Avery Johnson","GSW",1994,0,6,1,3.3,0,15,0,0
"9402","Tim Kempton","CLE",1994,0,8.7,5.3,2.7,0,15,0,0
"9403","Larry Krystkowiak","ORL",1994,0,6,8.3,3,0,15,0,0
"9404","Chris Mills","CLE",1994,0,17,7.7,2.7,0,15,0,0
"9405","Chris Mullin*","GSW",1994,0,25.3,4.7,3.7,0,15,0,0
"9406","Shaquille O'Neal*","ORL",1994,0,20.7,13.3,2.3,0,15,0,0
"9407","Billy Owens","GSW",1994,0,19.7,10,4.3,0,15,0,0
"9408","Bobby Phills","CLE",1994,0,6.7,4.7,2.3,0,15,0,0
"9409","Mark Price","CLE",1994,0,15,2,4.7,0,15,0,0
"9410","Tree Rollins","ORL",1994,0,1.3,1,0,0,15,0,0
"9411","Donald Royal","ORL",1994,0,7,1.3,1.7,0,15,0,0
"9412","Dennis Scott","ORL",1994,0,14.3,2,1,0,15,0,0
"9413","Scott Skiles","ORL",1994,0,4.5,0.5,1.5,0,15,0,0
"9414","Latrell Sprewell","GSW",1994,0,22.7,3,7,0,15,0,0
"9415","Chris Webber","GSW",1994,0,15.7,8.7,9,0,15,0,0
"9416","Gerald Wilkins","CLE",1994,0,20.3,4.3,3.3,0,15,0,0
"9417","Mahmoud Abdul-Rauf","DEN",1995,0,13.3,1.7,1.7,0,15,0,0
"9418","Greg Anderson","ATL",1995,0,1.7,4.3,0.7,0,15,0,0
"9419","Stacey Augmon","ATL",1995,0,7,2.3,1.7,0,15,0,0
"9420","Mookie Blaylock","ATL",1995,0,18,4.3,5.7,0,15,0,0
"9421","Mark Bryant","POR",1995,0,1,1,0,0,15,0,0
"9422","Tyrone Corbin","ATL",1995,0,11.3,3.3,0.7,0,15,0,0
"9423","Bison Dele","DEN",1995,0,8,6,0.7,0,15,0,0
"9424","Chris Dudley","POR",1995,0,2.3,5,0.3,0,15,0,0
"9425","James Edwards","POR",1995,0,0,0,0,0,15,0,0
"9426","Craig Ehlo","ATL",1995,0,3,2.3,1,0,15,0,0
"9427","Dale Ellis","DEN",1995,0,12,4.7,1,0,15,0,0
"9428","Greg Grant","DEN",1995,0,0.7,1,1.7,0,15,0,0
"9429","Harvey Grant","POR",1995,0,14.3,5.3,2,0,15,0,0
"9430","Tom Hammonds","DEN",1995,0,6.7,2.3,0.3,0,15,0,0
"9431","Jerome Kersey","POR",1995,0,12.7,2.7,1,0,15,0,0
"9432","Andrew Lang","ATL",1995,0,10.3,4,0.3,0,15,0,0
"9433","Cliff Levingston","DEN",1995,0,2.3,3,0.3,0,15,0,0
"9434","Grant Long","ATL",1995,0,13.7,11.3,1.3,0,15,0,0
"9435","Aaron McKie","POR",1995,0,5.7,0.7,0.3,0,15,0,0
"9436","Dikembe Mutombo*","DEN",1995,0,6,6.3,0.3,0,15,0,0
"9437","Ken Norman","ATL",1995,0,5.3,3,1,0,15,0,0
"9438","Terry Porter","POR",1995,0,6.3,0.7,1.3,0,15,0,0
"9439","Clifford Robinson","POR",1995,0,15.7,6.3,2.7,0,15,0,0
"9440","James Robinson","POR",1995,0,3,0,0.5,0,15,0,0
"9441","Rodney Rogers","DEN",1995,0,8.7,4,1.7,0,15,0,0
"9442","Jalen Rose","DEN",1995,0,10,3.7,6,0,15,0,0
"9443","Steve Smith","ATL",1995,0,19,2.7,2,0,15,0,0
"9444","Bryant Stith","DEN",1995,0,16.7,3,2.3,0,15,0,0
"9445","Rod Strickland","POR",1995,0,23.3,4,12.3,0,15,0,0
"9446","Otis Thorpe","POR",1995,0,10.3,4.3,0.7,0,15,0,0
"9447","Ennis Whatley","ATL",1995,0,0,1.3,0.3,0,15,0,0
"9448","Buck Williams","POR",1995,0,8.3,6.3,0.3,0,15,0,0
"9449","Reggie Williams","DEN",1995,0,8.7,5.3,4,0,15,0,0
"9450","John Amaechi","CLE",1996,0,0,0,0,0,15,0,0
"9451","Keith Askins","MIA",1996,0,4.3,2.7,0.7,0,15,0,0
"9452","Terrell Brandon","CLE",1996,0,19.3,3,8,0,15,0,0
"9453","Michael Cage","CLE",1996,0,6.3,9.3,0.7,0,15,0,0
"9454","Rex Chapman","MIA",1996,0,9,2,1.7,0,15,0,0
"9455","Tyrone Corbin","MIA",1996,0,2.5,3.5,0.5,0,15,0,0
"9456","John Crotty","CLE",1996,0,1,0.5,0.5,0,15,0,0
"9457","Michael Curry","DET",1996,0,2,1,0.3,0,15,0,0
"9458","Sasha Danilovic","MIA",1996,0,8.3,0.3,1.3,0,15,0,0
"9459","Joe Dumars*","DET",1996,0,13.7,4.3,3.7,0,15,0,0
"9460","Danny Ferry","CLE",1996,0,9.7,5,3,0,15,0,0
"9461","Chris Gatling","MIA",1996,0,6,8,0.3,0,15,0,0
"9462","Tim Hardaway","MIA",1996,0,17.7,1.7,5.7,0,15,0,0
"9463","Grant Hill*","DET",1996,0,19,7.3,3.7,0,15,0,0
"9464","Tyrone Hill","CLE",1996,0,8.3,5,0,0,15,0,0
"9465","Allan Houston","DET",1996,0,25,2.7,2,0,15,0,0
"9466","Lindsey Hunter","DET",1996,0,3,1,0.5,0,15,0,0
"9467","Stacey King","MIA",1996,0,1,3,1,0,15,0,0
"9468","Antonio Lang","CLE",1996,0,0,0,0,0,15,0,0
"9469","Eric Leckner","DET",1996,0,0,0,0,0,15,0,0
"9470","Dan Majerle","CLE",1996,0,16.7,4,3,0,15,0,0
"9471","Donny Marshall","CLE",1996,0,0,0,0,0,15,0,0
"9472","Chris Mills","CLE",1996,0,7.7,5.3,1.7,0,15,0,0
"9473","Terry Mills","DET",1996,0,5.3,1.7,1.3,0,15,0,0
"9474","Alonzo Mourning*","MIA",1996,0,18,6,1.3,0,15,0,0
"9475","Bobby Phills","CLE",1996,0,9.7,4.7,2,0,15,0,0
"9476","Theo Ratliff","DET",1996,0,0,0,0,0,15,0,0
"9477","Don Reid","DET",1996,0,1,0.3,0.3,0,15,0,0
"9478","Lou Roe","DET",1996,0,0,1,0,0,15,0,0
"9479","Danny Schayes","MIA",1996,0,3.5,2,0,0,15,0,0
"9480","Tony Smith","MIA",1996,0,7.3,1.3,2.7,0,15,0,0
"9481","Bob Sura","CLE",1996,0,1.3,0.3,1,0,15,0,0
"9482","Kurt Thomas","MIA",1996,0,4,5.3,1,0,15,0,0
"9483","Otis Thorpe","DET",1996,0,11.7,11.7,2.3,0,15,0,0
"9484","Mark West","DET",1996,0,9.3,5.3,0.3,0,15,0,0
"9485","Walt Williams","MIA",1996,0,4.7,4,1.7,0,15,0,0
"9486","Brent Barry","LAC",1997,0,11.7,2.3,3.3,0,15,0,0
"9487","Muggsy Bogues","CHH",1997,0,16,1.5,2.5,0,15,0,0
"9488","Chris Carr","MIN",1997,0,0,2,1,0,15,0,0
"9489","Calbert Cheaney","WSB",1997,0,15,3.7,1.3,0,15,0,0
"9490","Dell Curry","CHH",1997,0,4.7,0.3,1.7,0,15,0,0
"9491","Terry Dehere","LAC",1997,0,0,0.5,0,0,15,0,0
"9492","Tony Delk","CHH",1997,0,10.3,3.3,2,0,15,0,0
"9493","Vlade Divac*","CHH",1997,0,18,8.7,3.3,0,15,0,0
"9494","Kevin Garnett","MIN",1997,0,17.3,9.3,3.7,0,15,0,0
"9495","Dean Garrett","MIN",1997,0,12.7,11.7,1.3,0,15,0,0
"9496","Matt Geiger","CHH",1997,0,2,2.7,0.7,0,15,0,0
"9497","Harvey Grant","WSB",1997,0,0,1.3,0,0,15,0,0
"9498","Tom Gugliotta","MIN",1997,0,18.3,5.3,4.3,0,15,0,0
"9499","Shane Heal","MIN",1997,0,3,0,0.5,0,15,0,0
"9500","Juwan Howard","WSB",1997,0,18.7,6,1.7,0,15,0,0
"9501","Jaren Jackson","WSB",1997,0,0,0.7,0.3,0,15,0,0
"9502","Tim Legler","WSB",1997,0,0.3,0.3,0.7,0,15,0,0
"9503","Rich Manning","LAC",1997,0,3,1.3,0.3,0,15,0,0
"9504","Stephon Marbury","MIN",1997,0,21.3,4,7.7,0,15,0,0
"9505","Darrick Martin","LAC",1997,0,11,0.7,4.3,0,15,0,0
"9506","Anthony Mason","CHH",1997,0,13,12,3,0,15,0,0
"9507","Sam Mitchell","MIN",1997,0,5.7,2.3,0.3,0,15,0,0
"9508","Gheorghe Mure<U+0219>an","WSB",1997,0,5,6,0,0,15,0,0
"9509","Lamond Murray","LAC",1997,0,7,3.7,1,0,15,0,0
"9510","Tracy Murray","WSB",1997,0,18.3,3,0.7,0,15,0,0
"9511","Bo Outlaw","LAC",1997,0,5,4.7,1.3,0,15,0,0
"9512","Cherokee Parks","MIN",1997,0,4,5,0,0,15,0,0
"9513","Eric Piatkowski","LAC",1997,0,5.3,0.7,0,0,15,0,0
"9514","Ricky Pierce","CHH",1997,0,7.7,2.7,1.3,0,15,0,0
"9515","Terry Porter","MIN",1997,0,5.3,1,3,0,15,0,0
"9516","Glen Rice","CHH",1997,0,27.7,3.7,3.7,0,15,0,0
"9517","Pooh Richardson","LAC",1997,0,2,0,1.5,0,15,0,0
"9518","James Robinson","MIN",1997,0,7,1.5,1.5,0,15,0,0
"9519","Rodney Rogers","LAC",1997,0,10.7,2.3,2,0,15,0,0
"9520","Malik Rose","CHH",1997,0,2,2.5,0.5,0,15,0,0
"9521","Donald Royal","CHH",1997,0,0,2,0,0,15,0,0
"9522","Malik Sealy","LAC",1997,0,12,1,1.7,0,15,0,0
"9523","Tony Smith","CHH",1997,0,0.5,0.5,1,0,15,0,0
"9524","Rod Strickland","WSB",1997,0,19.7,6,8.3,0,15,0,0
"9525","Loy Vaught","LAC",1997,0,15,9,0.7,0,15,0,0
"9526","Stojko Vrankovic","MIN",1997,0,0,1,0,0,15,0,0
"9527","Chris Webber","WSB",1997,0,15.7,8,3.3,0,15,0,0
"9528","Doug West","MIN",1997,0,11,1.3,2,0,15,0,0
"9529","Chris Whitney","WSB",1997,0,2.3,0.7,0.7,0,15,0,0
"9530","Lorenzo Williams","WSB",1997,0,0,0,0,0,15,0,0
"9531","Lorenzen Wright","LAC",1997,0,10.3,7.3,0.7,0,15,0,0
"9532","Sam Cassell","NJN",1998,0,2,1,1.7,0,15,0,0
"9533","Sherman Douglas","NJN",1998,0,18.3,2.7,8.3,0,15,0,0
"9534","Brian Evans","NJN",1998,0,0,0.3,0,0,15,0,0
"9535","Chris Gatling","NJN",1998,0,15.3,3.3,0.7,0,15,0,0
"9536","Kendall Gill","NJN",1998,0,14.3,4.3,1,0,15,0,0
"9537","Lucious Harris","NJN",1998,0,3,2.7,0.3,0,15,0,0
"9538","Kerry Kittles","NJN",1998,0,16.3,5,2.7,0,15,0,0
"9539","Rony Seikaly","NJN",1998,0,6,3,0,0,15,0,0
"9540","Keith Van Horn","NJN",1998,0,12.7,3,0.3,0,15,0,0
"9541","David Vaughn","NJN",1998,0,0,0,0,0,15,0,0
"9542","Jayson Williams","NJN",1998,0,7,14,1.7,0,15,0,0
"9543","Ray Allen*","MIL",1999,0,22.3,7.3,4.3,0,15,0,0
"9544","Gerald Brown","PHO",1999,0,2,0,0,0,15,0,0
"9545","Sam Cassell","MIL",1999,0,15.3,2,8.7,0,15,0,0
